Name,Synonyme,YahooTicker
UNIPOL GRUPPO FINANZIARIO Insurance,"UGFI, UNIPOL, UNIPOL GRUPPO FINANZIARIO Insurance",DB
OTE Telecommunications,"OT, OTE, OTE Telecommunications",0P000185V4.F
THOMAS COOK GRP Travel & Leisure,"TCT&L, THOMAS, THOMAS COOK  Travel & Leisure, THOMAS COOK GRP Travel & Leisure",OTEX
BILFINGER Industrial Goods & Services,"BIG&S, BILFINGER, BILFINGER Industrial Goods & Services",THOMASCOTT.BO
MICHAEL PAGE INTERNATIONAL Industrial Goods & Services,"MICHAEL, MICHAEL PAGE  Industrial Goods & Services, MICHAEL PAGE INTERNATIONAL Industrial Goods & Services, MPIG&S",GBF.DE
VICTREX Chemicals,"VC, VICTREX, VICTREX Chemicals",MHJ.AX
QINETIQ GRP Industrial Goods & Services,"QIG&S, QINETIQ, QINETIQ  Industrial Goods & Services, QINETIQ GRP Industrial Goods & Services",1OY.F
AAREAL BANK Financial Services,"AAREAL, AAREAL BANK Financial Services, ABFS",QY6.F
OC OERLIKON Industrial Goods & Services,"OC OERLIKON Industrial Goods & Services, OOIG&S",A289MV.DU
SWEDISH ORPHAN BIOVITRUM Health Care,"SOBHC, SWEDISH, SWEDISH ORPHAN BIOVITRUM Health Care",OC
WS ATKINS Industrial Goods & Services,"WAIG&S, WS ATKINS Industrial Goods & Services",SEK=F
EURONEXT Financial Services,"EFS, EURONEXT, EURONEXT Financial Services",WS
SUBSEA7 Oil & Gas,"SO&G, SUBSEA7, SUBSEA7 Oil & Gas",ENX.PA
EUROBANK ERGASIAS Banks,"EEB, EUROBANK, EUROBANK ERGASIAS Banks",Not found
BCA MONTE DEI PASCHI DI SIENA Banks,"BCA, BCA MONTE DEI PASCHI DI SIENA Banks, BMDPDSB",EUROB.AT
ZARDOYA OTIS Industrial Goods & Services,"ZARDOYA, ZARDOYA OTIS Industrial Goods & Services, ZOIG&S",BCAB
TALKTALK TELECOM GRP Telecommunications,"TALKTALK, TALKTALK TELECOM  Telecommunications, TALKTALK TELECOM GRP Telecommunications, TTT",Not found
CARILLION Industrial Goods & Services,"CARILLION, CARILLION Industrial Goods & Services, CIG&S",TK6.SG
JM Real Estate,"JM Real Estate, JRE",Not found
dorma+kaba Industrial Goods & Services,"DIG&S, dorma+kaba, dorma+kaba Industrial Goods & Services",JMDBRX=X
OCI Chemicals,"OC, OCI, OCI Chemicals",KABN.HM
DUERR Industrial Goods & Services,"DIG&S, DUERR, DUERR Industrial Goods & Services",456040.KS
BOVIS HOMES GRP Personal & Household Goods,"BHP&HG, BOVIS, BOVIS HOMES  Personal & Household Goods, BOVIS HOMES GRP Personal & Household Goods",DUED.XC
ULTRA ELECTRONICS Industrial Goods & Services,"UEIG&S, ULTRA, ULTRA ELECTRONICS Industrial Goods & Services",44B.SG
RAIFFEISEN BANK INTERNATIONAL Banks,"RAIFFEISEN, RAIFFEISEN BANK  Banks, RAIFFEISEN BANK INTERNATIONAL Banks, RBB",UB=F
ASHMORE GRP Financial Services,"AFS, ASHMORE, ASHMORE  Financial Services, ASHMORE GRP Financial Services",RBI.VI
FLSMIDTH & COMPANY Construction & Materials,"F&C&M, FLSMIDTH, FLSMIDTH &  Construction & Materials, FLSMIDTH & COMPANY Construction & Materials",0P000132LT
POSTNL Industrial Goods & Services,"PIG&S, POSTNL, POSTNL Industrial Goods & Services",FLS.CO
TOPDANMARK Insurance,"TI, TOPDANMARK, TOPDANMARK Insurance",PNL.AS
BCA POPOLARE DI SONDRIO Banks,"BCA, BCA POPOLARE DI SONDRIO Banks, BPDSB",0P0000135X.CO
IMMOFINANZ Real Estate,"IMMOFINANZ, IMMOFINANZ Real Estate, IRE",BCAB
INDIVIOR Health Care,"IHC, INDIVIOR, INDIVIOR Health Care",IMO1.BE
TGS-NOPEC GEOPHYSICAL Oil & Gas,"TGO&G, TGS-NOPEC, TGS-NOPEC GEOPHYSICAL Oil & Gas",2IVB.MU
FIRSTGROUP Travel & Leisure,"FIRSTGROUP, FIRSTGROUP Travel & Leisure, FT&L",0MSJ.IL
DRAX GRP Utilities,"DRAX, DRAX  Utilities, DRAX GRP Utilities, DU",FGP.L
LANCASHIRE HOLDINGS Insurance,"LANCASHIRE, LANCASHIRE  Insurance, LANCASHIRE HOLDINGS Insurance, LI",D9F2.F
STAGECOACH GRP Travel & Leisure,"ST&L, STAGECOACH, STAGECOACH  Travel & Leisure, STAGECOACH GRP Travel & Leisure",LNH.DU
ELEMENTIS Chemicals,"EC, ELEMENTIS, ELEMENTIS Chemicals",Not found
SPORTS DIRECT INTERNATIONAL Retail,"SDR, SPORTS, SPORTS DIRECT  Retail, SPORTS DIRECT INTERNATIONAL Retail",E3E.F
OPAP Travel & Leisure,"OPAP, OPAP Travel & Leisure, OT&L",AS
SEADRILL Oil & Gas,"SEADRILL, SEADRILL Oil & Gas, SO&G",GRKZF
MORPHOSYS Health Care,"MHC, MORPHOSYS, MORPHOSYS Health Care",SDRL
SULZER Industrial Goods & Services,"SIG&S, SULZER, SULZER Industrial Goods & Services",Not found
RESTAURANT GRP Travel & Leisure,"RESTAURANT, RESTAURANT  Travel & Leisure, RESTAURANT GRP Travel & Leisure, RT&L",SUL1.MU
MELROSE INDUSTRIES Industrial Goods & Services,"MELROSE, MELROSE INDUSTRIES Industrial Goods & Services, MIIG&S",QSR
